iter	MultiClass
189	0.3142914275
190	0.313292768
191	0.3121314899
192	0.3108209766
193	0.3091691725
194	0.3079444694
195	0.306637108
196	0.3054048936
197	0.3040559733
198	0.3032164297
199	0.3023644287
200	0.300943162
201	0.2998735096
202	0.2984600565
203	0.2973331068
204	0.2964917394
205	0.2952394802
206	0.2936124924
207	0.2928210478
208	0.2917210903
209	0.2911104547
210	0.289211	0.28211	0.288212	0.28212	0.287213	0.28213	0.286214	0.27214	0.284215	0.27215	0.283216	0.27216	0.282217	0.27217	0.281218	0.27218	0.280219	0.27219	0.278220	0.27220	0.277221	0.27221	0.276222	0.27222	0.275223	0.27223	0.274224	0.26224	0.273225	0.26225	0.272226	0.26226	0.272227	0.26227	0.27228	0.265228	0.27229	0.264229	0.26230	0.263230	0.26231	0.262231	0.26232	0.261232	0.26233	0.261233	0.26234	0.260234	0.26235	0.259235	0.26236	0.258236	0.26237	0.257237	0.2238	0.2565238	0.2239	0.2556239	0.2240	0.2548240	0.2241	0.2538241	0.2242	0.2533242	0.2243	0.2524243	0.2244	0.2516244	0.2245	0.2503245	0.2246	0.249246	0.25247	0.248247	0.25248	0.247248	0.2536864954
249	0.2529263736
250	0.2521924595
251	0.25252	0.245252	0.25253	0.244253	0.25254	0.24254	0.249255	0.24255	0.248256	0.24256	0.247257	0.24257	0.246258	0.24258	0.246259	0.24259	0.245260	0.24260	0.244261	0.23261	0.244262	0.23262	0.243263	0.23263	0.242264	0.23264	0.241265	0.23265	0.241504188
266	0.2406795446
267	0.2401296512
268	0.2396662147
269	0.2390694789
270	0.2386915546
271	0.2380503514
272	0.2374258889
273	0.236539702
274	0.235895511
275	0.2349934431
276	0.2344282937
277	0.2337755179
278	0.2330923178
279	0.2322458804
280	0.2314476221
281	0.2309641307
282	0.2303374777
283	0.2298693383
284	0.2294104305
285	0.2288626736
286	0.2281335827
287	0.2276380524
288	0.2267165931
289	0.2260121357
290	0.2251876405
291	0.2246717441
292	0.2241109949
293	0.2238192619
294	0.2233992595
295	0.2227725899
296	0.2222882726
297	0.2215987106
298	0.2208562973
299	0.2202836471
300	0.2194717743
301	0.2190345617
302	0.2183903295
303	0.2180974397
304	0.2175091572
305	0.2171229488
306	0.216535702
307	0.2160021861
308	0.215339216
309	0.21457310	0.310	0.21391311	0.311	0.21345312	0.312	0.21277313	0.313	0.21190314	0.314	0.21129315	0.315	0.21100316	0.316	0.21036317	0.317	0.20969318	0.318	0.20929319	0.319	0.20883320	0.320	0.20818321	0.321	0.20779322	0.322	0.20757323	0.323	0.2072799074
324	0.20676325	0.325	0.20632326	0.326	0.2059262302
327	0.2054997445
328	0.2052822335
329	0.2049381151
330	0.2045143928
331	0.2038686654
332	0.2033306392
333	0.2028419604
334	0.2023045823
335	0.202035169
336	0.2018163512
337	0.2013349658
338	0.2011528365
339	0.2008027896
340	0.2005315866
341	0.2002124524
342	0.1997038729
343	0.1992519681
344	0.1988105987
345	0.1984471524
346	0.198015774
347	0.1976442045
348	0.1974706288
349	0.1970732505
350	0.1968571433
351	0.1966168694
352	0.1963767507
353	0.1958083233
354	0.1956716397
355	0.1953540727
356	0.1947249645
357	0.194321868
358	0.1939784038
359	0.1937727407
360	0.1935341553
361	0.1933369513
362	0.1929248916
363	0.1927192132
364	0.1925950842
365	0.1921884863
366	0.1919248861
367	0.1914592834
368	0.1911061773
369	0.1908399625
370	0.1905375469
371	0.1899438379
372	0.1894612652
373	0.1892837489
374	0.189135765
375	0.1888581283
376	0.1883302152
377	0.1880228147
378	0.1877712913
379	0.1874576161
380	0.1872264854
381	0.1867151435
382	0.186517471
383	0.186248831
384	0.1861302562
385	0.1857504251
386	0.185627387	0387	0.185396388	0388	0.185290389	0389	0.1851332056
390	0.184878391	0391	0.1845938975
392	0.1845123268
393	0.1843476537
394	0.1840591982
395	0.1838563179
396	0.1833397	0.1397	0.18398	0.180398	0.1829905037
399	0.18400	0.18400	0.182401	0.1401	0.1822447408
402	0.1821073241
403	0.1819939403
404	0.1818860286
405	0.1816175325
406	0.1812184808
407	0.1811261754
408	0.1807335704
409	0.1803948826
410	0.180042557
411	0.1796228841
412	0.179426169
413	0.1791507183
414	0.1786540756
415	0.178567716
416	0.1781935364
417	0.1781276669
418	0.1780096771
419	0.1777260685
420	0.1773490393
421	0.1771113858
422	0.1768794812
423	0.1765655629
424	0.1425	0.1740425	0.1426	0.1737426	0.1427	0.1735427	0.1428	0.1730428	0.1429	0.1729429	0.1430	0.1729430	0.1431	0.1727431	0.1432	0.172432	0.17433	0.172433	0.17434	0.172434	0.17435	0.172435	0.17436	0.17436	0.1738526588
437	0.1735849842
438	0.173309047
439	0.1730440	0.1440	0.1729337923
441	0.1727400992
442	0.172514979
443	0.1723851453
444	0.1721537734
445	0.172120865
446	0.1718074618
447	0.1715448	0.1448	0.1714449	0.1449	0.1713450	0.1450	0.170451	0.1451	0.170452	0.16452	0.170453	0.1453	0.1702454	0.1454	0.1701455	0.1455	0.1699456	0.1456	0.1697457	0.1457	0.16458	0.167458	0.16459	0.167459	0.16460	0.167460	0.16461	0.167461	0.16462	0.167462	0.16463	0.167463	0.16464	0.166464	0.16465	0.166465	0.16466	0.166466	0.16467	0.16467	0.168468	0.1468	0.1679469	0.1469	0.1677470	0.1470	0.1676471	0.1471	0.1676039538
472	0.1673723752
473	0.1671531369
474	0.1670592651
475	0.1666476	0.476	0.1665427521
477	0.1664231513
478	0.1662108603
479	0.1660468201
480	0.1659971756
481	0.1659629543
482	0.165739147
483	0.1655844214
484	0.1655240379
485	0.1653828101
486	0.1652452797
487	0.165053436
488	0.1650121346
489	0.1649340764
490	0.1648758961
491	0.1647877113
492	0.1646969847
493	0.1646356195
494	0.1645556731
495	0.1643192748
496	0.1642412361
497	0.1641712773
498	0.1640572842
499	0.1639317849
500	0.1637579357
501	0.1637204774
502	0.163696525
503	0.1631610943
504	0.1631187653
505	0.1629708209
506	0.1629295442
507	0.1627924959
508	0.1624729428
509	0.1624454497
510	0.1623941056
511	0.1622493981
512	0.1621834883
513	0.1618803047
514	0.161575283
515	0.1614750564
516	0.1613418423
517	0.1612658223
518	0.1611302688
519	0.1610064812
520	0.1608857103
521	0.1608325828
522	0.1607295561
523	0.1605408467
524	0.1601998445
525	0.1600363628
526	0.1599868506
527	0.1599429091
528	0.1597686889
529	0.1597438284
530	0.159518235
531	0.1594428151
532	0.159251231
533	0.1590931968
534	0.159060298
535	0.1590134136
536	0.1589494395
537	0.1589346028
538	0.1588587197
539	0.1587331385
540	0.1586821932
541	0.1585595047
542	0.1584614978
543	0.1583888118
544	0.1580941548
545	0.1580443369
546	0.1579441436
547	0.1578895761
548	0.1576961084
549	0.1575930232
550	0.1575669346
551	0.1574880115
552	0.1573539432
553	0.1571972457
554	0.1570523389
555	0.1568043041
556	0.1567415814
557	0.1566324603
558	0.1565762455
559	0.1565037388
560	0.1564813569
561	0.1564270516
562	0.1563015727
563	0.1562492566
564	0.1562023651
565	0.156199091
566	0.15611151
567	0.15580906
568	0.1556298509
569	0.1553326711
570	0.1553077066
571	0.1551136482
572	0.1549930499
573	0.1549379846
574	0.1549353486
575	0.1549132193
576	0.1548826887
577	0.1547556874
578	0.154507768
579	0.154470397
580	0.1544411254
581	0.1543436941
582	0.1542510636
583	0.1542280834
584	0.1541690615
585	0.1541157706
586	0.1540464809
587	0.1539972214
588	0.1538163336
589	0.1537789803
590	0.1537231109
591	0.1536176673
592	0.153551653
593	0.1534999653
594	0.1533229784
595	0.1531108489
596	0.1530351431
597	0.152937811
598	0.1528272329
599	0.1526377465
600	0.15257617
601	0.152501478
602	0.1524707926
603	0.1523911083
604	0.1523216351
605	0.1522419351
606	0.1522393062
607	0.1521844195
608	0.1521361589
609	0.1520700689
610	0.1518763677
611	0.1518057931
612	0.1517817508
613	0.1515930402
614	0.1515599804
615	0.1515589611
616	0.1514401273
617	0.1512000243
618	0.1511303585
619	0.1509862202
620	0.1509246445
621	0.1509222773
622	0.1508945152
623	0.150858662
624	0.1508251166
625	0.1506743264
626	0.1505044444
627	0.150444572
628	0.1503237073
629	0.1501700544
630	0.1498280773
631	0.1497707213
632	0.1496649995
633	0.1495875704
634	0.1494298179
635	0.1492856311
636	0.149080734
637	0.1488860736
638	0.1487042164
639	0.1484664172
640	0.1483314182
641	0.1481886149
642	0.1479391956
643	0.1479358145
644	0.1478860406
645	0.1478676927
646	0.1478322653
647	0.1476755144
648	0.1474483399
649	0.1474001017
650	0.1473787153
651	0.147323066
652	0.1472489301
653	0.1471805865
654	0.1470799554
655	0.1470417238
656	0.1468743185
657	0.1468382557
658	0.1467486935
659	0.1466984083
660	0.1466703474
661	0.1466496268
662	0.1465567832
663	0.1464816128
664	0.1464517214
665	0.1463978384
666	0.1462725288
667	0.1461998802
668	0.1461060479
669	0.1461038707
670	0.1459267033
671	0.1458114987
672	0.1457598536
673	0.1457376598
674	0.145703303
675	0.1456896617
676	0.1456161254
677	0.1455728972
678	0.1454515549
679	0.1454333085
680	0.145313339
681	0.1452703866
682	0.1452427088
683	0.1451895922
684	0.1451419456
685	0.1450338611
686	0.14492809
687	0.1448743617
688	0.1447581047
689	0.1445484637
690	0.1445101895
691	0.1444909211
692	0.1443601274
693	0.1443451105
694	0.1442527068
695	0.144112916
696	0.1440725411
697	0.1440359157
698	0.1440034134
699	0.1439345105
700	0.1437858819
701	0.1437289685
702	0.1436850324
703	0.1436377468
704	0.1435892578
705	0.1434459134
706	0.1432453519
707	0.1431054076
708	0.1430510552
709	0.1430228618
710	0.1429942136
711	0.142946111
712	0.1428903591
713	0.1427135373
714	0.142649981
715	0.1425823692
716	0.142554784
717	0.1424921979
718	0.1424334747
719	0.1423161897
720	0.1422425764
721	0.1421522879
722	0.1421395085
723	0.1418399502
724	0.1417703847
725	0.1417021343
726	0.1416105511
727	0.1415492122
728	0.141502281
729	0.1414484707
730	0.1412803482
731	0.1410740979
732	0.1409865877
733	0.1407804908
734	0.1407004
735	0.1406904712
736	0.1405641304
737	0.140402503
738	0.140281386
739	0.1401998039
740	0.1401833714
741	0.1401336247
742	0.1401102362
743	0.140062605
744	0.1400553529
745	0.1400205925
746	0.139867317
747	0.1398249297
748	0.1398116313
749	0.1396937419
750	0.1396252202
751	0.1394502691
752	0.1394128431
753	0.139353347
754	0.1392231575
755	0.1391773292
756	0.1391533163
757	0.1391275253
758	0.1389907999
759	0.1389503225
760	0.138859872
761	0.1387881148
762	0.1387524863
763	0.138672844
764	0.1385788366
765	0.1385601692
766	0.1385542089
767	0.1385410841
768	0.1384300814
769	0.1384102513
770	0.138402924
771	0.1383310603
772	0.1382313392
773	0.1381514386
774	0.1381346136
775	0.1379723658
776	0.1379288573
777	0.1378816483
778	0.1378797044
779	0.1378201148
780	0.1377247088
781	0.1377155395
782	0.1375926239
783	0.137530168
784	0.137512353
785	0.1374395675
786	0.1373669193
787	0.1373488039
788	0.1373350835
789	0.1372487683
790	0.1372076357
791	0.1371530241
792	0.137080844
793	0.1370464049
794	0.1369336692
795	0.1368877067
796	0.1367715967
797	0.1367144768
798	0.1366809376
799	0.1366120016
800	0.1364914472
801	0.1364269094
802	0.1363998764
803	0.1362726496
804	0.136216731
805	0.1361764431
806	0.1361332719
807	0.1360961594
808	0.1360278383
809	0.1360137774
810	0.1359663641
811	0.1359246083
812	0.1358519116
813	0.1358502282
814	0.1358473923
815	0.1358142523
816	0.1355858593
817	0.1355225531
818	0.1355159393
819	0.1354709512
820	0.1354544502
821	0.1353554407
822	0.1352919965
823	0.1352216126
824	0.1350111394
825	0.1346807398
826	0.13461391
827	0.1345059058
828	0.134450009
829	0.134293835
830	0.1342757423
831	0.1341868722
832	0.1341445101
833	0.1340858128
834	0.1340334282
835	0.1339888742
836	0.1339464434
837	0.1339201368
838	0.1338824963
839	0.133816873
840	0.1336536192
841	0.1335635751
842	0.1334603114
843	0.1334545519
844	0.1334354885
845	0.1333911724
846	0.1332972367
847	0.1332379285
848	0.1331789596
849	0.1331576481
850	0.1331221894
851	0.1331086813
852	0.1329183746
853	0.853	0.1318854	0.1854	0.1317855	0.1855	0.1317856	0.1856	0.1317857	0.1857	0.1316858	0.1858	0.1316859	0.1859	0.1315860	0.1860	0.1315861	0.1861	0.1314862	0.1862	0.1314863	0.1863	0.1314864	0.1864	0.1313865	0.1865	0.1312866	0.1866	0.1312867	0.1867	0.1312868	0.868	0.13120869	0.869	0.13119870	0.870	0.13116871	0.871	0.13114872	0.872	0.131873	0.13873	0.131874	0.13874	0.130875	0.13875	0.130876	0.13876	0.130877	0.13877	0.130878	0.13878	0.130879	0.13879	0.13880	0.131880	0.13881	0.131881	0.13882	0.131882	0.1883	0.1312883	0.1884	0.1311884	0.1885	0.1310885	0.886	0.13104886	0.887	0.13102887	0888	0.131000888	0889	0.130940889	0890	0.130919890	0891	0.130866891	0892	0.130831892	0893	0.130781893	0894	0.130779894	0895	0.130672895	0896	0.130669896	897	0.1306256897	898	0.1306102898	899	0.1305602727
900	0.1305132374
901	0.1304896007
902	0.1304879303
903	0.1304534787
904	0.1304219095
905	0.1303663688
906	0.1303261005
907	0.1302909765
908	0.1302893646
909	0.1302220116
910	0.130078910	0911	0.129981911	0912	0.1299023901
913	0.1298828617
914	0.1298366071
915	0.1298192602
916	0.129803401
917	0.1298011067
918	0.1297433768
919	0.1297336439
920	0.1296898508
921	0.1296690341
922	0.1296058509
923	0.12959375
924	0.1294959091
925	0.1294302919
926	0.1294062123
927	0.1293174927	928	0.1291782928	929	0.1291225929	930	0.1290253930	931	0.1288789931932	0.12886304932933	0.12881187933934	0.12877527934935	0.12867704935936	0.12861782936937	0.12860597937938	0.12859518938939	0.12857675939940	0.12849622940941	0.1284849994942	0.12837404994943	0.12832550794944	0.12829749094945	0.12828921794946	0.12823568294947	0.1281790429948	0.12814731459949	0.12809821229950	0.12808154969951	0.12805049269952	0.12800334069953	0.12797203989954	0.12795982129955	0.12791026369956	0.12772323919957	0.12768489069958	0.12764885199959	0.12757213195960	0.1272168329961	0.12720375679962	0.12713600719963	0.12711037149964	0.12705804799965	0.12704352769966	0.12699216419967	0.12691268729968	0.12688619819969	0.12686906559970	0.12684218297971	0.12674597971972	0.12672770972973	0.12662125973974	0.126566974	0975	0.126532975	0976	0.126509976	0977	0.126438977	0978	0.126370978	0979	0.126312979	0980	0.126298980	0981	0.12618981	0.982	0.12615982	0.983	0.1261983	0.1984	0.1261984	0.1985	0.126985	0.12986	0.125986	0.12987	0.125987	0.12988	0.125988	0.12989	0.125989	0.12990	0.125990	0.12991	0.125991	0.12992	0.125992	0.12993	0.125993	0.12994	0.125994	0.12995	0.12995	0.124996	0.12996	0.124997	0.12997	0.124998	0.1998	0.1245999	0.1999	0.1245030982
