iter	Passed	Remaining
396	333923	5071943397	334864	5065033398	335793	505793
399	336644	5049664400	337571	5042524401	338558	503627
402	339553	503011
403	340490	502308
404	341452	501640
405	342351	500878
406	343213	500062
407	344165	499377
408	345022	498553
409	345969	497858
410	346830	497039
411	347720	496260
412	348643	495529
413	349556	494782
414	350412	493954
415	351318	493196
416	352195	492398
417	353124	491670
418	354100	491007
419	354979	490209
420	355877	489436
421	356802	488701
422	357687	487909
423	358508	487030
424	359399	4862464425	360247	4854034426	361199	4847014427	362154	4840004428	363120	4833134429	364059	4825904430	364922	4817654431	365858	4810364432	366746	4802424433	367648	4794684434	368712	4789024435	369676	4782054436	370714	477602
437	371667	476887
438	372575	476115
439	373473	4753294440	374407	474588
441	375313	473812
442	376218	473032
443	377190	472338
444	378087	471547
445	379011	470789
446	379922	470016
447	380838	4692464448	381783	4685144449	382671	4677094450	383535	4668754451	384475	4661344452	385283	4652314453	386272	4645484454	387243	4638404455	388147	4630524456	389113	4623384457	389973	4614974458	390844	4606684459	391783	4599194460	392738	4591894461	393719	4584864462	394743	4578334463	395694	4570954464	396699	4564174465	397675	4557054466	398603	4549374467	399518	4541544468	400554	4535064469	401482	4527354470	402445	4520044471	403436	451302
472	404326	450485
473	405295	449757
474	406256	449020
475	407130	4481854476	408072	447425
477	409062	446716
478	410001	445951
479	410963	445210
480	411917	444459
481	412924	443765
482	413828	442959
483	414770	442193
484	415704	441418
485	416701	440709
486	417696	439996
487	418582	439168
488	419541	438416
489	420493	437656
490	421477	436929
491	422408	436145
492	423387	435410
493	424336	434644
494	425330	433922
495	426259	433134
496	427179	432336
497	428157	431596
498	429058	430778
499	430084	430084
500	431032	429311
501	432022	428580
502	433050	427884
503	433891	427004
504	434851	426240
505	435805	425470
506	436790	424729
507	437693	423908
508	438509	423002
509	439509	422273
510	440449	421487
511	441408	420717
512	442347	419928
513	443200	419057
514	444079	418210
515	445017	417419
516	445907	416583
517	446804	415752
518	447732	414950
519	448672	414159
520	449621	413375
521	450585	412605
522	451595	411875
523	452555	411100
524	453388	410208
525	454263	409355
526	455266	408616
527	456253	407863
528	457107	406989
529	458092	406232
530	458929	405344
531	459898	404572
532	460844	403779
533	461713	402918
534	462719	402176
535	463721	401430
536	464694	400658
537	465690	399905
538	466649	399119
539	467576	398306
540	468503	397491
541	469417	396666
542	470297	395812
543	471245	395014
544	472144	394175
545	473107	393390
546	474013	392555
547	475003	391791
548	475945	390986
549	476833	390136
550	477839	389382
551	478762	388561
552	479699	387749
553	480668	386963
554	481604	386151
555	482426	385247
556	483362	384433
557	484303	383624
558	485247	382816
559	486121	381952
560	487132	381196
561	488099	380405
562	489089	379630
563	490072	378850
564	491053	378067
565	492070	377312
566	493005	376492
567	493874	375622
568	494791	374789
569	495667	373924
570	496628	373123
571	497606	372335
572	498473	371462
573	499459	370679
574	500482	369921
575	501438	369114
576	502380	368296
577	503351	367498
578	504239	366640
579	505229	365855
580	506210	365063
581	507148	364240
582	508143	363458
583	509096	362644
584	510061	361838
585	511034	361038
586	512053	360269
587	513041	359478
588	513947	358628
589	514985	357870
590	515947	357060
591	516848	356206
592	517788	355379
593	518744	354562
594	519584	353666
595	520555	352859
596	521484	352024
597	522394	351174
598	523341	350350
599	524193	349462
600	525123	348626
601	526138	347845
602	527088	347021
603	528085	346228
604	529059	345419
605	530022	344601
606	531012	343802
607	531735	342829
608	532672	341994
609	533623	341168
610	534597	340357
611	535570	339544
612	536581	338755
613	537512	337914
614	538454	337081
615	539560	336349
616	540506	335516
617	541376	334637
618	542439	333876
619	543488	333106
620	544411	332257
621	545403	331450
622	546349	330616
623	547368	329824
624	548360	329016
625	549346	328203
626	550260	327348
627	551209	326512
628	552072	325626
629	553042	324802
630	553902	323914
631	554891	323101
632	555824	322254
633	556755	321407
634	557697	320566
635	558633	319721
636	559522	318848
637	560458	318003
638	561397	317158
639	562259	316270
640	563173	315412
641	564039	314526
642	564891	313633
643	565894	312823
644	566876	312001
645	567823	311160
646	568745	310304
647	569660	309445
648	570515	308553
649	571488	307724
650	572484	306907
651	573490	306096
652	574426	305246
653	575386	304409
654	576299	303546
655	577260	302709
656	578196	301859
657	579235	301061
658	580211	300230
659	581160	299385
660	582056	298512
661	582966	297647
662	583843	296765
663	584854	295950
664	585866	295135
665	586847	294304
666	587780	293449
667	588689	292582
668	589565	291698
669	590570	290878
670	591446	289994
671	592276	289087
672	593191	288222
673	594190	287397
674	595202	286578
675	596179	285742
676	597185	284920
677	598207	284104
678	599128	283240
679	600072	282386
680	601038	281543
681	601986	280691
682	602906	279826
683	603870	278980
684	604770	278105
685	605638	277216
686	606543	276343
687	607539	275512
688	608529	274677
689	609454	273812
690	610425	272968
691	611378	272116
692	612270	271236
693	613234	270388
694	614147	269517
695	615094	268661
696	616081	267823
697	617082	266989
698	618062	266147
699	619041	265303
700	619953	264430
701	620896	263571
702	621831	262708
703	622808	261862
704	623738	260997
705	624615	260108
706	625492	259221
707	626416	258352
708	627344	257485
709	628358	256653
710	629309	255795
711	630294	254950
712	631227	254084
713	632039	253169
714	632999	252314
715	633937	251450
716	634938	250610
717	635817	249722
718	636692	248832
719	637609	247959
720	638548	247094
721	639419	246202
722	640367	245341
723	641170	244424
724	642034	243530
725	643012	242679
726	643921	241802
727	644869	240940
728	645825	240080
729	646756	239211
730	647669	238335
731	648568	237454
732	649454	236567
733	650337	235680
734	651314	234827
735	652310	233981
736	653227	233105
737	654152	232232
738	655100	231368
739	656072	230511
740	657044	229655
741	657992	228789
742	658920	227917
743	659897	227061
744	660884	226208
745	661846	225347
746	662748	224464
747	663714	223604
748	664726	222758
749	665627	221875
750	666613	221021
751	667501	220133
752	668489	219278
753	669469	218421
754	670379	217540
755	671338	216675
756	672326	215819
757	673438	215002
758	674653	214218
759	675993	213471
760	676892	212585
761	677845	211715
762	678796	210844
763	679787	209986
764	680950	209180
765	682203	208401
766	683065	207502
767	684092	206653
768	685142	205810
769	686016	204913
770	687373	204161
771	688240	203262
772	688981	202327
773	689767	201404
774	690632	200506
775	691376	199572
776	692133	198643
777	692974	197738
778	693833	196838
779	694639	195924
780	695332	194978
781	696214	194085
782	696941	193149
783	697730	192231
784	698625	191343
785	699349	190408
786	700131	189489
787	700972	188586
788	701819	187685
789	702559	186756
790	703321	185833
791	704158	184930
792	704943	184014
793	705769	183108
794	706469	182171
795	707314	181271
796	708045	180342
797	708760	179410
798	709594	178508
799	710426	177606
800	711127	176672
801	711963	175771
802	712784	174867
803	713475	173931
804	714272	173022
805	715077	172115
806	715891	171210
807	716682	1703008808	717408	1693758809	718173	1684608810	718937	1675458811	719753	1666428812	720479	1657198813	721290	1648158814	722130	1639198815	722946	1630178816	723658	1620928817	724384	1611718818	725176	1602648819	725980	1593618820	726823	1584678821	727581	1575548822	728445	1566648823	729275	1557678824	730037	1548568825	730711	1539278826	731458	1530138827	732207	1521018828	732917	1511808829	733688	1502738830	734494	1493738831	735294	1484728832	736067	1475678833	736907	1466748834	737648	1457628835	738519	1448778836	739335	1439808837	740164	1430868838	740907	1421768839	741641	1412648840	742414	1403618841	743286	1394768842	744203	1386008843	745282	1377538844	746123	1368628845	746986	1359768846	747855	1350908847	748666	1341948848	749465	1332978849	750331	1324118850	751154	1315188851	752031	1306348852	752781	129729853	753679	128849
854	754563	127966
855	755422	127080
856	756373	126209
857	757239	125324
858	758112	124439
859	758935	123547
860	759947	122686
861	760778	121795
862	761765	120929
863	762705	120055
864	763606	119175
865	764462	118288
866	765392	117413
867	766349	116541
868	767449	115691
869	768419	114821
870	769400	113952
871	770341	113077
872	771456	112227
873	772386	111350
874	773169	110452
875	774223	109593
876	775143	108714
877	775994	107826
878	776791	106930
879	777688	106048
880	778607	105169
881	779605	104300
882	780601	103431
883	781626	102566
884	782593	101692
885	783607	100825
886	784515	99943
887	785320	99049
888	786280	98174
889	787143	97287
890	787987	96398
891	788964	95524
892	789864	94642
893	790770	93760
894	791671	92877
895	792573	91995
896	793481	91113
897	794337	90225
898	795126	89330
8899	796011	884459900	797044	875779901	797908	866909902	798820	858099903	799743	849289904	800631	840449905	801492	831579906	802320	822669907	803219	813839908	804126	805019909	804953	79610910	805816	78724
911	806714	77840
9912	807556	769529913	808512	760749914	809403	751909915	810364	743129916	811236	734279917	812215	725509918	813052	716619919	813939	707779920	814774	698889921	815707	690079922	816574	681219923	817482	672389924	818356	663539925	819195	654649926	820085	64580927	820977	63696
928	821932	62817
929	822820	61932
930	823767	61052
931	824592	60163
932	825529	59282
933	826479	58402
934	827395	57519
935	828448	56646
936	829341	55761
937	830287	54880
938	831143	53993
939	832017	53107
940	832940	52224
941	833809	51338
942	834782	50458
943	835710	49576
944	836576	48689
945	837463	47804
946	838372	46920
947	839308	46038
948	840227	45154
949	841147	44270
950	841988	43383
951	842913	42499
952	843770	41613
953	844590	40724
954	845506	39840
955	846416	38956
956	847362	38073
957	848219	37187
958	849264	36308
959	850272	35428
960	851217	34544
961	852114	33659
962	852997	32773
963	853871	31887
964	854822	31003
965	855713	30118
966	856582	29231
967	857540	28348
968	858541	27466
969	859517	26583
970	860360	25695
971	861270	24810
972	862209	23925
973	863125	23040
974	864054	22155
975	864938	21268
976	865859	20383
977	866753	19497
978	867631	18611
979	868464	17723
980	869385	16838
981	870208	15950
982	871082	15064
983	871958	14178
984	872881	13292
985	873814	12407
986	874703	11520
987	875628	10635
988	876497	9748
989	877361	8862
990	878152	7975
991	879114	7089
992	880059	6203
993	880985	5317
994	881797	4431
995	882752	3545
996	883703	2659
997	884646	1772
998	885530	886
999	886345	0

